algorithm,num,model,param,accuracy,precision,recall,f1,auc
logistic,65,H1->H5 50%test,l1_4.281332398719396_saga,0.6871,0.8793,0.5667,0.6892,0.8690
logistic,65,H3->H1 50%val,l2_0.08858667904100823_saga,0.7100,0.6875,0.5470,0.6092,0.7348
logistic,65,H3->H1 50%test,l2_0.08858667904100823_saga,0.6575,0.6220,0.4365,0.5130,0.6593
logistic,65,H3->H5 50%val,l2_0.004832930238571752_liblinear,0.8836,0.8925,0.9222,0.9071,0.9434
logistic,65,H3->H5 50%test,l2_0.004832930238571752_liblinear,0.8503,0.8208,0.9667,0.8878,0.8745
logistic,65,H5->H1 50%val,l1_11.288378916846883_liblinear,0.6849,0.6201,0.6133,0.6167,0.7050
logistic,65,H5->H1 50%test,l1_11.288378916846883_liblinear,0.6712,0.6034,0.5967,0.6000,0.6767
logistic,65,H5->H3 50%val,l2_11.288378916846883_liblinear,0.7191,0.6801,0.9346,0.7873,0.8290
logistic,65,H5->H3 50%test,l2_11.288378916846883_liblinear,0.7252,0.6829,0.9439,0.7925,0.8244
logistic,65,H3H5->H1 50%val,l1_0.615848211066026_liblinear,0.7032,0.6584,0.5856,0.6199,0.7478
logistic,65,H3H5->H1 50%test,l1_0.615848211066026_liblinear,0.6461,0.5903,0.4696,0.5231,0.6572
logistic,65,H1H5->H3 50%val,l1_0.08858667904100823_saga,0.7663,0.9122,0.6415,0.7533,0.8889
logistic,65,H1H5->H3 50%test,l1_0.08858667904100823_saga,0.7629,0.9053,0.6405,0.7502,0.8818
logistic,65,H1H3->H5 50%val,l2_0.004832930238571752_liblinear,0.8767,0.9500,0.8444,0.8941,0.9434
logistic,65,H1H3->H5 50%test,l2_0.004832930238571752_liblinear,0.8299,0.8652,0.8556,0.8603,0.8745
logistic,70,H1->self,,0.6541,0.5812,0.5743,0.5772,0.6975
logistic,70,H3->self,,0.8071,0.8686,0.7697,0.8161,0.8910
logistic,70,H5->self,,0.7882,0.8671,0.7778,0.8167,0.8694
logistic,70,H1->H3 50%val,l1_0.615848211066026_saga,0.7706,0.8879,0.6724,0.7652,0.8911
logistic,70,H1->H3 50%test,l1_0.615848211066026_saga,0.7640,0.8807,0.6657,0.7583,0.8823
logistic,70,H1->H5 50%val,l2_78.47599703514607_liblinear,0.7192,0.9016,0.6111,0.7285,0.8973
logistic,70,H1->H5 50%test,l2_78.47599703514607_liblinear,0.6531,0.8095,0.5667,0.6667,0.8009
logistic,70,H3->H1 50%val,l2_0.03359818286283781_saga,0.7055,0.6781,0.5470,0.6055,0.7365
logistic,70,H3->H1 50%test,l2_0.03359818286283781_saga,0.6575,0.6099,0.4751,0.5342,0.6593
logistic,70,H3->H5 50%val,l2_0.004832930238571752_saga,0.8493,0.8469,0.9222,0.8830,0.9142
logistic,70,H3->H5 50%test,l2_0.004832930238571752_saga,0.8299,0.7876,0.9889,0.8768,0.8264
logistic,70,H5->H1 50%val,l2_11.288378916846883_liblinear,0.6484,0.5570,0.7293,0.6316,0.7280
logistic,70,H5->H1 50%test,l2_11.288378916846883_liblinear,0.5982,0.5111,0.6354,0.5665,0.6733
logistic,70,H5->H3 50%val,l2_11.288378916846883_saga,0.7103,0.6720,0.9359,0.7823,0.8370
logistic,70,H5->H3 50%test,l2_11.288378916846883_saga,0.7175,0.6770,0.9407,0.7874,0.8318
logistic,70,H3H5->H1 50%val,l2_0.23357214690901212_saga,0.7009,0.6582,0.5746,0.6136,0.7384
logistic,70,H3H5->H1 50%test,l2_0.23357214690901212_saga,0.6575,0.6115,0.4696,0.5312,0.6570
logistic,70,H1H5->H3 50%val,l1_0.08858667904100823_saga,0.7565,0.9331,0.6058,0.7346,0.8922
logistic,70,H1H5->H3 50%test,l1_0.08858667904100823_saga,0.7455,0.9201,0.5938,0.7218,0.8831
logistic,70,H1H3->H5 50%val,l2_0.004832930238571752_liblinear,0.8493,0.8778,0.8778,0.8778,0.9138
logistic,70,H1H3->H5 50%test,l2_0.004832930238571752_liblinear,0.8367,0.8235,0.9333,0.8750,0.8254
logistic,75,H1->self,,0.7077,0.6418,0.6544,0.6469,0.7693
logistic,75,H3->self,,0.8060,0.8680,0.7681,0.8150,0.8922
logistic,75,H5->self,,0.8396,0.9034,0.8278,0.8616,0.9065
logistic,75,H1->H3 50%val,l1_0.615848211066026_saga,0.7721,0.9093,0.6557,0.7620,0.8921
logistic,75,H1->H3 50%test,l1_0.615848211066026_saga,0.7658,0.8992,0.6519,0.7558,0.8833
logistic,75,H1->H5 50%val,l2_4.281332398719396_liblinear,0.7603,0.9365,0.6556,0.7712,0.9390
logistic,75,H1->H5 50%test,l2_4.281332398719396_liblinear,0.6803,0.8525,0.5778,0.6887,0.8513
logistic,75,H3->H1 50%val,l1_0.615848211066026_liblinear,0.7557,0.6927,0.7348,0.7131,0.8157
logistic,75,H3->H1 50%test,l1_0.615848211066026_liblinear,0.7192,0.6559,0.6740,0.6649,0.7465
logistic,75,H3->H5 50%val,l2_0.012742749857031334_liblinear,0.8904,0.9022,0.9222,0.9121,0.9457
logistic,75,H3->H5 50%test,l2_0.012742749857031334_liblinear,0.8027,0.8280,0.8556,0.8415,0.8655
logistic,75,H5->H1 50%val,l2_11.288378916846883_saga,0.7215,0.6648,0.6575,0.6611,0.7813
logistic,75,H5->H1 50%test,l2_11.288378916846883_saga,0.6872,0.6222,0.6188,0.6205,0.7300
logistic,75,H5->H3 50%val,l2_11.288378916846883_liblinear,0.7453,0.7164,0.8973,0.7967,0.8464
logistic,75,H5->H3 50%test,l2_11.288378916846883_liblinear,0.7448,0.7161,0.8964,0.7962,0.8406
logistic,75,H3H5->H1 50%val,l1_0.615848211066026_liblinear,0.7603,0.6959,0.7459,0.7200,0.8154
logistic,75,H3H5->H1 50%test,l1_0.615848211066026_liblinear,0.7215,0.6630,0.6630,0.6630,0.7458
logistic,75,H1H5->H3 50%val,l1_0.08858667904100823_liblinear,0.7796,0.8761,0.7032,0.7802,0.8920
logistic,75,H1H5->H3 50%test,l1_0.08858667904100823_liblinear,0.7724,0.8657,0.6990,0.7735,0.8833
logistic,75,H1H3->H5 50%val,l2_0.012742749857031334_saga,0.8836,0.9294,0.8778,0.9029,0.9451
logistic,75,H1H3->H5 50%test,l2_0.012742749857031334_saga,0.7959,0.8488,0.8111,0.8295,0.8643
logistic,80,H1->self,,0.7134,0.6514,0.6573,0.6529,0.7874
logistic,80,H3->self,,0.7984,0.8667,0.7535,0.8061,0.8975
logistic,80,H5->self,,0.8157,0.8725,0.8222,0.8440,0.9012
logistic,80,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7787,0.8724,0.7052,0.7800,0.8929
logistic,80,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7726,0.8632,0.7023,0.7745,0.8849
logistic,80,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8014,0.9420,0.7222,0.8176,0.9412
logistic,80,H1->H5 50%test,l2_11.288378916846883_liblinear,0.6803,0.8525,0.5778,0.6887,0.8523
logistic,80,H3->H1 50%val,l2_1.623776739188721_liblinear,0.7740,0.7181,0.7459,0.7317,0.8176
logistic,80,H3->H1 50%test,l2_1.623776739188721_liblinear,0.7260,0.6743,0.6519,0.6629,0.7706
logistic,80,H3->H5 50%val,l2_0.012742749857031334_liblinear,0.8767,0.9000,0.9000,0.9000,0.9418
logistic,80,H3->H5 50%test,l2_0.012742749857031334_liblinear,0.7959,0.8333,0.8333,0.8333,0.8553
logistic,80,H5->H1 50%val,l2_29.763514416313132_liblinear,0.7397,0.6791,0.7017,0.6902,0.7897
logistic,80,H5->H1 50%test,l2_29.763514416313132_liblinear,0.7169,0.6557,0.6630,0.6593,0.7607
logistic,80,H5->H3 50%val,l2_11.288378916846883_saga,0.7437,0.7047,0.9281,0.8011,0.8462
logistic,80,H5->H3 50%test,l2_11.288378916846883_saga,0.7435,0.7043,0.9285,0.8010,0.8410
logistic,80,H3H5->H1 50%val,l2_1.623776739188721_liblinear,0.7785,0.7211,0.7569,0.7385,0.8181
logistic,80,H3H5->H1 50%test,l2_1.623776739188721_liblinear,0.7283,0.6761,0.6575,0.6667,0.7711
logistic,80,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7990,0.7980,0.8551,0.8256,0.8854
logistic,80,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7988,0.7979,0.8546,0.8253,0.8783
logistic,80,H1H3->H5 50%val,l2_0.004832930238571752_saga,0.8904,0.8854,0.9444,0.9140,0.9390
logistic,80,H1H3->H5 50%test,l2_0.004832930238571752_saga,0.8231,0.7963,0.9556,0.8687,0.8516
logistic,85,H1->self,,0.7157,0.6533,0.6628,0.6566,0.7888
logistic,85,H3->self,,0.7956,0.8659,0.7484,0.8028,0.8973
logistic,85,H5->self,,0.8327,0.8913,0.8278,0.8562,0.8987
logistic,85,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7805,0.8752,0.7060,0.7816,0.8940
logistic,85,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7715,0.8636,0.6994,0.7729,0.8857
logistic,85,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8288,0.9452,0.7667,0.8466,0.9452
logistic,85,H1->H5 50%test,l2_11.288378916846883_liblinear,0.7075,0.8507,0.6333,0.7261,0.8361
logistic,85,H3->H1 50%val,l2_1.623776739188721_saga,0.7763,0.7196,0.7514,0.7351,0.8185
logistic,85,H3->H1 50%test,l2_1.623776739188721_saga,0.7260,0.6743,0.6519,0.6629,0.7722
logistic,85,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.8904,0.9302,0.8889,0.9091,0.9486
logistic,85,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7891,0.8554,0.7889,0.8208,0.8431
logistic,85,H5->H1 50%val,l2_11.288378916846883_saga,0.7443,0.7143,0.6354,0.6725,0.7916
logistic,85,H5->H1 50%test,l2_11.288378916846883_saga,0.7169,0.6863,0.5801,0.6287,0.7614
logistic,85,H5->H3 50%val,l2_29.763514416313132_liblinear,0.7565,0.7282,0.8973,0.8039,0.8500
logistic,85,H5->H3 50%test,l2_29.763514416313132_liblinear,0.7547,0.7257,0.8985,0.8029,0.8442
logistic,85,H3H5->H1 50%val,l2_1.623776739188721_liblinear,0.7763,0.7196,0.7514,0.7351,0.8187
logistic,85,H3H5->H1 50%test,l2_1.623776739188721_liblinear,0.7260,0.6743,0.6519,0.6629,0.7717
logistic,85,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7922,0.8027,0.8307,0.8164,0.8863
logistic,85,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7963,0.8040,0.8379,0.8206,0.8788
logistic,85,H1H3->H5 50%val,l2_0.004832930238571752_liblinear,0.8767,0.8396,0.9889,0.9082,0.9472
logistic,85,H1H3->H5 50%test,l2_0.004832930238571752_liblinear,0.8027,0.7563,1.0000,0.8612,0.8402
logistic,90,H1->self,,0.7112,0.6483,0.6573,0.6507,0.7935
logistic,90,H3->self,,0.7925,0.8641,0.7440,0.7995,0.8971
logistic,90,H5->self,,0.8362,0.8962,0.8278,0.8576,0.8948
logistic,90,H1->H3 50%val,l2_29.763514416313132_saga,0.7864,0.8481,0.7503,0.7962,0.8917
logistic,90,H1->H3 50%test,l2_29.763514416313132_saga,0.7791,0.8357,0.7502,0.7907,0.8843
logistic,90,H1->H5 50%val,l2_4.281332398719396_saga,0.8288,0.9452,0.7667,0.8466,0.9427
logistic,90,H1->H5 50%test,l2_4.281332398719396_saga,0.7075,0.8406,0.6444,0.7296,0.8343
logistic,90,H3->H1 50%val,l2_4.281332398719396_liblinear,0.7831,0.7287,0.7569,0.7425,0.8278
logistic,90,H3->H1 50%test,l2_4.281332398719396_liblinear,0.7306,0.6760,0.6685,0.6722,0.7756
logistic,90,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.9041,0.9419,0.9000,0.9205,0.9450
logistic,90,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7823,0.8537,0.7778,0.8140,0.8402
logistic,90,H5->H1 50%val,l2_29.763514416313132_liblinear,0.7466,0.7134,0.6464,0.6783,0.8005
logistic,90,H5->H1 50%test,l2_29.763514416313132_liblinear,0.7032,0.6645,0.5691,0.6131,0.7584
logistic,90,H5->H3 50%val,l2_29.763514416313132_saga,0.7453,0.7236,0.8770,0.7930,0.8471
logistic,90,H5->H3 50%test,l2_29.763514416313132_saga,0.7480,0.7202,0.8940,0.7978,0.8417
logistic,90,H3H5->H1 50%val,l2_4.281332398719396_saga,0.7831,0.7287,0.7569,0.7425,0.8279
logistic,90,H3H5->H1 50%test,l2_4.281332398719396_saga,0.7306,0.6760,0.6685,0.6722,0.7752
logistic,90,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7916,0.8092,0.8181,0.8136,0.8878
logistic,90,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7936,0.8103,0.8209,0.8156,0.8808
logistic,90,H1H3->H5 50%val,l2_0.012742749857031334_liblinear,0.8904,0.9022,0.9222,0.9121,0.9442
logistic,90,H1H3->H5 50%test,l2_0.012742749857031334_liblinear,0.7959,0.8261,0.8444,0.8352,0.8392
logistic,95,H1->self,,0.7146,0.6484,0.6711,0.6588,0.7950
logistic,95,H3->self,,0.8085,0.8751,0.7649,0.8163,0.9081
logistic,95,H5->self,,0.8396,0.9129,0.8167,0.8591,0.8920
logistic,95,H1->H3 50%val,l1_4.281332398719396_saga,0.7986,0.8662,0.7544,0.8064,0.9040
logistic,95,H1->H3 50%test,l1_4.281332398719396_saga,0.7925,0.8512,0.7595,0.8027,0.8988
logistic,95,H1->H5 50%val,l2_11.288378916846883_saga,0.8562,0.9481,0.8111,0.8743,0.9409
logistic,95,H1->H5 50%test,l2_11.288378916846883_saga,0.7823,0.8718,0.7556,0.8095,0.8369
logistic,95,H3->H1 50%val,l2_11.288378916846883_liblinear,0.7854,0.7277,0.7680,0.7473,0.8315
logistic,95,H3->H1 50%test,l2_11.288378916846883_liblinear,0.7306,0.6760,0.6685,0.6722,0.7762
logistic,95,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.8973,0.9518,0.8778,0.9133,0.9411
logistic,95,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7891,0.8471,0.8000,0.8229,0.8414
logistic,95,H5->H1 50%val,l2_11.288378916846883_saga,0.7443,0.6927,0.6851,0.6889,0.8086
logistic,95,H5->H1 50%test,l2_11.288378916846883_saga,0.7123,0.6571,0.6354,0.6461,0.7630
logistic,95,H5->H3 50%val,l1_11.288378916846883_saga,0.7665,0.7449,0.8823,0.8078,0.8551
logistic,95,H5->H3 50%test,l1_11.288378916846883_saga,0.7690,0.7432,0.8932,0.8113,0.8508
logistic,95,H3H5->H1 50%val,l1_0.615848211066026_saga,0.7831,0.7240,0.7680,0.7453,0.8357
logistic,95,H3H5->H1 50%test,l1_0.615848211066026_saga,0.7329,0.6720,0.6906,0.6812,0.7793
logistic,95,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.8078,0.8358,0.8145,0.8250,0.9005
logistic,95,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.8051,0.8262,0.8225,0.8243,0.8957
logistic,95,H1H3->H5 50%val,l2_0.03359818286283781_liblinear,0.8836,0.9506,0.8556,0.9006,0.9407
logistic,95,H1H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7823,0.8537,0.7778,0.8140,0.8410
logistic,100,H1->self,,0.7146,0.6484,0.6711,0.6588,0.7946
logistic,100,H3->self,,0.8082,0.8752,0.7641,0.8158,0.9075
logistic,100,H5->self,,0.8396,0.9129,0.8167,0.8591,0.8913
logistic,100,H1->H3 50%val,l1_4.281332398719396_saga,0.7954,0.8633,0.7511,0.8033,0.9030
logistic,100,H1->H3 50%test,l1_4.281332398719396_saga,0.7929,0.8529,0.7583,0.8028,0.8973
logistic,100,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8562,0.9481,0.8111,0.8743,0.9409
logistic,100,H1->H5 50%test,l2_11.288378916846883_liblinear,0.7823,0.8718,0.7556,0.8095,0.8360
logistic,100,H3->H1 50%val,l1_0.615848211066026_saga,0.7717,0.7056,0.7680,0.7354,0.8338
logistic,100,H3->H1 50%test,l1_0.615848211066026_saga,0.7329,0.6739,0.6851,0.6795,0.7783
logistic,100,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.9041,0.9419,0.9000,0.9205,0.9409
logistic,100,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7891,0.8471,0.8000,0.8229,0.8416
logistic,100,H5->H1 50%val,l2_11.288378916846883_liblinear,0.7443,0.6927,0.6851,0.6889,0.8091
logistic,100,H5->H1 50%test,l2_11.288378916846883_liblinear,0.7078,0.6497,0.6354,0.6425,0.7627
logistic,100,H5->H3 50%val,l1_11.288378916846883_saga,0.7660,0.7413,0.8900,0.8089,0.8554
logistic,100,H5->H3 50%test,l1_11.288378916846883_saga,0.7699,0.7403,0.9029,0.8135,0.8497
logistic,100,H3H5->H1 50%val,l1_0.615848211066026_saga,0.7808,0.7202,0.7680,0.7433,0.8334
logistic,100,H3H5->H1 50%test,l1_0.615848211066026_saga,0.7352,0.6757,0.6906,0.6831,0.7780
logistic,100,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.8071,0.8365,0.8120,0.8241,0.9008
logistic,100,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.8060,0.8281,0.8217,0.8249,0.8954
logistic,100,H1H3->H5 50%val,l2_0.03359818286283781_liblinear,0.8904,0.9512,0.8667,0.9070,0.9407
logistic,100,H1H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7959,0.8571,0.8000,0.8276,0.8412
logistic,105,H1->self,,0.7077,0.6390,0.6711,0.6537,0.7863
logistic,105,H3->self,,0.8069,0.8750,0.7616,0.8144,0.9062
logistic,105,H5->self,,0.8396,0.9129,0.8167,0.8591,0.8908
logistic,105,H1->H3 50%val,l1_4.281332398719396_liblinear,0.7974,0.8707,0.7467,0.8039,0.9031
logistic,105,H1->H3 50%test,l1_4.281332398719396_liblinear,0.7920,0.8579,0.7502,0.8004,0.8976
logistic,105,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8425,0.9467,0.7889,0.8606,0.9407
logistic,105,H1->H5 50%test,l2_11.288378916846883_liblinear,0.7755,0.8701,0.7444,0.8024,0.8348
logistic,105,H3->H1 50%val,l1_0.615848211066026_saga,0.7694,0.7062,0.7569,0.7307,0.8208
logistic,105,H3->H1 50%test,l1_0.615848211066026_saga,0.7215,0.6561,0.6851,0.6703,0.7689
logistic,105,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.9041,0.9419,0.9000,0.9205,0.9399
logistic,105,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7959,0.8488,0.8111,0.8295,0.8422
logistic,105,H5->H1 50%val,l2_29.763514416313132_saga,0.7420,0.6932,0.6740,0.6835,0.8065
logistic,105,H5->H1 50%test,l2_29.763514416313132_saga,0.6986,0.6503,0.5856,0.6163,0.7551
logistic,105,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7663,0.7414,0.8904,0.8091,0.8571
logistic,105,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7706,0.7410,0.9029,0.8140,0.8517
logistic,105,H3H5->H1 50%val,l1_0.615848211066026_liblinear,0.7717,0.7056,0.7680,0.7354,0.8205
logistic,105,H3H5->H1 50%test,l1_0.615848211066026_liblinear,0.7169,0.6477,0.6906,0.6684,0.7680
logistic,105,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.8065,0.8377,0.8088,0.8230,0.8982
logistic,105,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.8013,0.8277,0.8115,0.8195,0.8930
logistic,105,H1H3->H5 50%val,l2_0.03359818286283781_liblinear,0.8904,0.9512,0.8667,0.9070,0.9403
logistic,105,H1H3->H5 50%test,l2_0.03359818286283781_liblinear,0.7959,0.8571,0.8000,0.8276,0.8420
logistic,110,H1->self,,0.6998,0.6326,0.6545,0.6420,0.7786
logistic,110,H3->self,,0.7873,0.8604,0.7371,0.7940,0.8987
logistic,110,H5->self,,0.8395,0.8980,0.8333,0.8621,0.8996
logistic,110,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7791,0.8663,0.7130,0.7822,0.8952
logistic,110,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7769,0.8557,0.7201,0.7821,0.8902
logistic,110,H1->H5 50%val,l2_11.288378916846883_saga,0.8630,0.9487,0.8222,0.8810,0.9478
logistic,110,H1->H5 50%test,l2_11.288378916846883_saga,0.7755,0.8701,0.7444,0.8024,0.8481
logistic,110,H3->H1 50%val,l2_0.615848211066026_saga,0.7922,0.7647,0.7182,0.7407,0.8113
logistic,110,H3->H1 50%test,l2_0.615848211066026_saga,0.7100,0.6646,0.6022,0.6319,0.7542
logistic,110,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.9041,0.9318,0.9111,0.9213,0.9462
logistic,110,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.8095,0.8605,0.8222,0.8409,0.8508
logistic,110,H5->H1 50%val,l1_4.281332398719396_saga,0.7626,0.7550,0.6298,0.6867,0.7906
logistic,110,H5->H1 50%test,l1_4.281332398719396_saga,0.7260,0.7259,0.5414,0.6203,0.7458
logistic,110,H5->H3 50%val,l2_3792.690190732246_saga,0.7556,0.7444,0.8538,0.7954,0.8491
logistic,110,H5->H3 50%test,l2_3792.690190732246_saga,0.7586,0.7440,0.8627,0.7989,0.8459
logistic,110,H3H5->H1 50%val,l2_0.615848211066026_saga,0.7922,0.7647,0.7182,0.7407,0.8110
logistic,110,H3H5->H1 50%test,l2_0.615848211066026_saga,0.7123,0.6687,0.6022,0.6337,0.7546
logistic,110,H1H5->H3 50%val,l1_0.08858667904100823_saga,0.7766,0.9145,0.6602,0.7668,0.8981
logistic,110,H1H5->H3 50%test,l1_0.08858667904100823_saga,0.7719,0.8980,0.6653,0.7643,0.8926
logistic,110,H1H3->H5 50%val,l2_0.03359818286283781_saga,0.8973,0.9412,0.8889,0.9143,0.9462
logistic,110,H1H3->H5 50%test,l2_0.03359818286283781_saga,0.8095,0.8605,0.8222,0.8409,0.8506
logistic,115,H1->self,,0.6975,0.6293,0.6546,0.6406,0.7800
logistic,115,H3->self,,0.7824,0.8557,0.7322,0.7891,0.8962
logistic,115,H5->self,,0.8430,0.9032,0.8333,0.8645,0.9023
logistic,115,H1->H3 50%val,l1_0.615848211066026_saga,0.7762,0.9130,0.6606,0.7665,0.8961
logistic,115,H1->H3 50%test,l1_0.615848211066026_saga,0.7692,0.8956,0.6621,0.7613,0.8904
logistic,115,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8699,0.9494,0.8333,0.8876,0.9458
logistic,115,H1->H5 50%test,l2_11.288378916846883_liblinear,0.7959,0.8750,0.7778,0.8235,0.8550
logistic,115,H3->H1 50%val,l2_0.615848211066026_saga,0.7763,0.7293,0.7293,0.7293,0.8131
logistic,115,H3->H1 50%test,l2_0.615848211066026_saga,0.7009,0.6471,0.6077,0.6268,0.7551
logistic,115,H3->H5 50%val,l2_0.03359818286283781_liblinear,0.9041,0.9222,0.9222,0.9222,0.9460
logistic,115,H3->H5 50%test,l2_0.03359818286283781_liblinear,0.8163,0.8539,0.8444,0.8492,0.8565
logistic,115,H5->H1 50%val,l1_11.288378916846883_saga,0.7694,0.7469,0.6685,0.7055,0.8012
logistic,115,H5->H1 50%test,l1_11.288378916846883_saga,0.7192,0.7014,0.5580,0.6215,0.7496
logistic,115,H5->H3 50%val,l2_3792.690190732246_saga,0.7541,0.7464,0.8449,0.7926,0.8497
logistic,115,H5->H3 50%test,l2_3792.690190732246_saga,0.7581,0.7481,0.8517,0.7966,0.8457
logistic,115,H3H5->H1 50%val,l2_0.615848211066026_liblinear,0.7740,0.7253,0.7293,0.7273,0.8133
logistic,115,H3H5->H1 50%test,l2_0.615848211066026_liblinear,0.7009,0.6471,0.6077,0.6268,0.7554
logistic,115,H1H5->H3 50%val,l1_0.08858667904100823_liblinear,0.7762,0.9130,0.6606,0.7665,0.8961
logistic,115,H1H5->H3 50%test,l1_0.08858667904100823_liblinear,0.7692,0.8956,0.6621,0.7613,0.8905
logistic,115,H1H3->H5 50%val,l2_0.03359818286283781_saga,0.8973,0.9412,0.8889,0.9143,0.9462
logistic,115,H1H3->H5 50%test,l2_0.03359818286283781_saga,0.8231,0.8636,0.8444,0.8539,0.8569
logistic,120,H1->self,,0.6964,0.6278,0.6546,0.6397,0.7797
logistic,120,H3->self,,0.7815,0.8540,0.7324,0.7885,0.8952
logistic,120,H5->self,,0.8430,0.9032,0.8333,0.8645,0.9023
logistic,120,H1->H3 50%val,l1_0.615848211066026_saga,0.7771,0.9128,0.6626,0.7678,0.8958
logistic,120,H1->H3 50%test,l1_0.615848211066026_saga,0.7690,0.8951,0.6621,0.7611,0.8902
logistic,120,H1->H5 50%val,l2_11.288378916846883_liblinear,0.8699,0.9494,0.8333,0.8876,0.9460
logistic,120,H1->H5 50%test,l2_11.288378916846883_liblinear,0.7959,0.8750,0.7778,0.8235,0.8554
logistic,120,H3->H1 50%val,l2_0.615848211066026_saga,0.7831,0.7416,0.7293,0.7354,0.8125
logistic,120,H3->H1 50%test,l2_0.615848211066026_saga,0.7055,0.6548,0.6077,0.6304,0.7548
logistic,120,H3->H5 50%val,l2_0.03359818286283781_saga,0.9041,0.9222,0.9222,0.9222,0.9462
logistic,120,H3->H5 50%test,l2_0.03359818286283781_saga,0.8163,0.8539,0.8444,0.8492,0.8569
logistic,120,H5->H1 50%val,l1_11.288378916846883_liblinear,0.7648,0.7468,0.6519,0.6962,0.8022
logistic,120,H5->H1 50%test,l1_11.288378916846883_liblinear,0.7215,0.7092,0.5525,0.6211,0.7504
logistic,120,H5->H3 50%val,l2_10000.0_saga,0.7532,0.7441,0.8477,0.7926,0.8466
logistic,120,H5->H3 50%test,l2_10000.0_saga,0.7556,0.7435,0.8558,0.7957,0.8428
logistic,120,H3H5->H1 50%val,l2_0.615848211066026_saga,0.7785,0.7333,0.7293,0.7313,0.8125
logistic,120,H3H5->H1 50%test,l2_0.615848211066026_saga,0.7055,0.6548,0.6077,0.6304,0.7552
logistic,120,H1H5->H3 50%val,l1_0.08858667904100823_liblinear,0.7764,0.9211,0.6541,0.7650,0.8958
logistic,120,H1H5->H3 50%test,l1_0.08858667904100823_liblinear,0.7708,0.9076,0.6543,0.7604,0.8902
logistic,120,H1H3->H5 50%val,l2_0.03359818286283781_saga,0.8973,0.9412,0.8889,0.9143,0.9460
logistic,120,H1H3->H5 50%test,l2_0.03359818286283781_saga,0.8231,0.8636,0.8444,0.8539,0.8573
logistic,125,H1->self,,0.7100,0.6447,0.6710,0.6559,0.7813
logistic,125,H3->self,,0.7823,0.8545,0.7334,0.7893,0.8947
logistic,125,H5->self,,0.8566,0.9096,0.8500,0.8762,0.9088
logistic,125,H1->H3 50%val,l1_0.615848211066026_liblinear,0.7764,0.9178,0.6569,0.7657,0.8958
logistic,125,H1->H3 50%test,l1_0.615848211066026_liblinear,0.7712,0.9068,0.6560,0.7613,0.8902
logistic,125,H1->H5 50%val,l2_29.763514416313132_liblinear,0.8973,0.9518,0.8778,0.9133,0.9476
logistic,125,H1->H5 50%test,l2_29.763514416313132_liblinear,0.7959,0.8659,0.7889,0.8256,0.8528
logistic,125,H3->H1 50%val,l2_0.615848211066026_saga,0.7785,0.7234,0.7514,0.7371,0.8141
logistic,125,H3->H1 50%test,l2_0.615848211066026_saga,0.6986,0.6400,0.6188,0.6292,0.7559
logistic,125,H3->H5 50%val,l2_0.23357214690901212_liblinear,0.9110,0.9529,0.9000,0.9257,0.9470
logistic,125,H3->H5 50%test,l2_0.23357214690901212_liblinear,0.7959,0.8659,0.7889,0.8256,0.8548
